6239 = number of voxels
82 = number of ROIs
X-MNI,Y-MNI,Z-MNI,Lobe,Structure,Brodmann area,ROI-number [1...0] (if zero then not included in any ROI)
-30,10,60,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,7
-30,15,60,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,7
-25,-65,60,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,59
-25,-60,60,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,59
-25,-55,60,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,59
-25,-50,60,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,59
-25,-45,60,Parietal Lobe,Sub-Gyral,Brodmann area 40,57
-25,-40,60,Parietal Lobe,Sub-Gyral,Brodmann area 40,57
-25,-35,60,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,57
-25,-30,60,Frontal Lobe,Precentral Gyrus,Brodmann area 4,57
-25,-20,60,Frontal Lobe,Precentral Gyrus,Brodmann area 6,1
-25,-15,60,Frontal Lobe,Precentral Gyrus,Brodmann area 6,1
-25,-10,60,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,3
-25,-5,60,Frontal Lobe,Sub-Gyral,Brodmann area 6,3
-25,0,60,Frontal Lobe,Sub-Gyral,Brodmann area 6,3
-25,5,60,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,7
-25,10,60,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,7
-25,20,60,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,7
-20,-65,60,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,59
-20,-60,60,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,59
-20,-55,60,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,59
-20,-50,60,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,59
-20,-45,60,Parietal Lobe,Superior Parietal Lobule,Brodmann area 5,57
-20,-40,60,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,57
-20,-35,60,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,57
-20,-30,60,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,57
-20,-10,60,Frontal Lobe,Sub-Gyral,Brodmann area 6,3
-20,-5,60,Frontal Lobe,Sub-Gyral,Brodmann area 6,3
-20,0,60,Frontal Lobe,Sub-Gyral,Brodmann area 6,3
-20,10,60,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,3
-20,15,60,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,3
-20,20,60,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,3
-20,25,60,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,3
-15,-65,60,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,67
-15,-60,60,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,67
-15,-55,60,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,67
-15,-50,60,Parietal Lobe,Precuneus,Brodmann area 7,67
-15,-45,60,Frontal Lobe,Paracentral Lobule,Brodmann area 5,67
-15,-40,60,Frontal Lobe,Paracentral Lobule,Brodmann area 3,67
-15,-35,60,Frontal Lobe,Precentral Gyrus,Brodmann area 4,67
-15,-30,60,Frontal Lobe,Precentral Gyrus,Brodmann area 4,69
-15,-15,60,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,19
-15,15,60,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,3
-15,20,60,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,3
-15,25,60,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,3
-10,-65,60,Parietal Lobe,Precuneus,Brodmann area 7,67
-10,-60,60,Parietal Lobe,Precuneus,Brodmann area 7,67
-10,-50,60,Parietal Lobe,Precuneus,Brodmann area 7,67
-10,-45,60,Frontal Lobe,Paracentral Lobule,Brodmann area 5,67
-10,-40,60,Frontal Lobe,Postcentral Gyrus,Brodmann area 4,67
-10,-30,60,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,69
-10,-15,60,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,19
-10,-10,60,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,19
-10,0,60,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,19
-10,5,60,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,19
-10,20,60,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,19
-10,25,60,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,19
-10,30,60,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,23
-5,-65,60,Parietal Lobe,Precuneus,Brodmann area 7,67
-5,-55,60,Parietal Lobe,Precuneus,Brodmann area 7,67
-5,-50,60,Parietal Lobe,Precuneus,Brodmann area 7,67
-5,-45,60,Frontal Lobe,Paracentral Lobule,Brodmann area 5,67
-5,-40,60,Frontal Lobe,Paracentral Lobule,Brodmann area 4,67
-5,-35,60,Frontal Lobe,Paracentral Lobule,Brodmann area 6,67
-5,-30,60,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,69
-5,-20,60,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,69
-5,-15,60,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,19
-5,-10,60,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,19
-5,-5,60,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,19
-5,0,60,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,19
-5,5,60,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,19
-5,20,60,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,19
-5,25,60,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,19
-5,30,60,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,23
0,-55,60,Parietal Lobe,Precuneus,Brodmann area 7,67
0,-45,60,Frontal Lobe,Paracentral Lobule,Brodmann area 5,67
0,-40,60,Frontal Lobe,Paracentral Lobule,Brodmann area 5,67
0,-35,60,Frontal Lobe,Paracentral Lobule,Brodmann area 5,70
0,-30,60,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,70
0,-25,60,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,69
5,-65,60,Parietal Lobe,Precuneus,Brodmann area 7,68
5,-60,60,Parietal Lobe,Precuneus,Brodmann area 7,68
5,-55,60,Parietal Lobe,Precuneus,Brodmann area 7,68
5,-50,60,Parietal Lobe,Precuneus,Brodmann area 7,68
5,-45,60,Frontal Lobe,Paracentral Lobule,Brodmann area 5,68
5,-40,60,Frontal Lobe,Paracentral Lobule,Brodmann area 5,68
5,-35,60,Frontal Lobe,Paracentral Lobule,Brodmann area 5,70
5,-30,60,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,70
5,-25,60,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,20
5,-20,60,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,20
5,-15,60,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,20
5,-10,60,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,20
5,-5,60,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,20
5,0,60,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,20
5,5,60,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,20
5,10,60,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,20
5,15,60,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,20
5,20,60,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,20
5,25,60,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,20
5,30,60,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,24
10,-65,60,Parietal Lobe,Precuneus,Brodmann area 7,68
10,-60,60,Parietal Lobe,Precuneus,Brodmann area 7,68
10,-50,60,Parietal Lobe,Paracentral Lobule,Brodmann area 7,68
10,-45,60,Frontal Lobe,Paracentral Lobule,Brodmann area 5,68
10,-30,60,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,70
10,-15,60,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,20
10,-10,60,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,20
10,0,60,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,20
10,5,60,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,20
10,25,60,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,20
10,30,60,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,24
15,-65,60,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,60
15,-60,60,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,60
15,-55,60,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,60
15,-50,60,Parietal Lobe,Precuneus,Brodmann area 7,60
15,-45,60,Frontal Lobe,Paracentral Lobule,Brodmann area 5,60
15,-40,60,Frontal Lobe,Paracentral Lobule,Brodmann area 4,58
15,-15,60,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,20
15,-10,60,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,4
15,5,60,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,4
15,15,60,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,4
15,20,60,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,4
15,25,60,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,4
15,30,60,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,4
20,-65,60,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,60
20,-60,60,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,60
20,-55,60,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,60
20,-50,60,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,60
20,-45,60,Frontal Lobe,Paracentral Lobule,Brodmann area 5,58
20,-40,60,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,58
20,-35,60,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,58
20,-30,60,Frontal Lobe,Precentral Gyrus,Brodmann area 4,2
20,-10,60,Frontal Lobe,Sub-Gyral,Brodmann area 6,4
20,-5,60,Frontal Lobe,Sub-Gyral,Brodmann area 6,4
20,0,60,Frontal Lobe,Sub-Gyral,Brodmann area 6,4
20,10,60,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,4
20,15,60,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,4
20,20,60,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,4
20,25,60,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,4
25,-65,60,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,60
25,-60,60,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,60
25,-55,60,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,60
25,-50,60,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,60
25,-45,60,Parietal Lobe,Sub-Gyral,Brodmann area 40,58
25,-40,60,Parietal Lobe,Sub-Gyral,Brodmann area 40,58
25,-35,60,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,58
25,-30,60,Frontal Lobe,Precentral Gyrus,Brodmann area 4,58
25,-20,60,Frontal Lobe,Precentral Gyrus,Brodmann area 6,2
25,-15,60,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,2
25,-5,60,Frontal Lobe,Sub-Gyral,Brodmann area 6,4
25,0,60,Frontal Lobe,Sub-Gyral,Brodmann area 6,4
25,5,60,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,4
25,10,60,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
25,15,60,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
25,20,60,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
30,-65,60,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,60
30,-60,60,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,60
30,-55,60,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,60
30,-50,60,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,60
30,-45,60,Parietal Lobe,Postcentral Gyrus,Brodmann area 5,60
30,-40,60,Parietal Lobe,Postcentral Gyrus,Brodmann area 40,58
30,-35,60,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,58
30,-30,60,Frontal Lobe,Precentral Gyrus,Brodmann area 4,58
30,-15,60,Frontal Lobe,Precentral Gyrus,Brodmann area 6,2
30,-10,60,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
30,10,60,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,8
30,15,60,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,8
35,-60,60,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,60
35,-55,60,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,60
35,-50,60,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,60
35,-45,60,Parietal Lobe,Postcentral Gyrus,Brodmann area 5,60
35,-40,60,Parietal Lobe,Postcentral Gyrus,Brodmann area 40,58
35,-35,60,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,58
35,-30,60,Frontal Lobe,Precentral Gyrus,Brodmann area 4,58
35,-10,60,Frontal Lobe,Precentral Gyrus,Brodmann area 6,2
35,-5,60,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
35,10,60,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,8
40,-55,60,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,60
40,-50,60,Parietal Lobe,Postcentral Gyrus,Brodmann area 5,60
40,-45,60,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,60
40,-40,60,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,58
40,-35,60,Parietal Lobe,Postcentral Gyrus,Brodmann area 40,58
40,-30,60,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,58
40,-25,60,Frontal Lobe,Precentral Gyrus,Brodmann area 4,2
40,-20,60,Frontal Lobe,Precentral Gyrus,Brodmann area 4,2
40,-15,60,Frontal Lobe,Precentral Gyrus,Brodmann area 4,2
40,-10,60,Frontal Lobe,Precentral Gyrus,Brodmann area 6,2
40,-5,60,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,8
40,0,60,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,8
45,-45,60,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,60
45,-40,60,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,60
45,-35,60,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,58
45,-30,60,Parietal Lobe,Postcentral Gyrus,Brodmann area 1,58
45,-25,60,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,58
45,-20,60,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,58
45,-15,60,Frontal Lobe,Precentral Gyrus,Brodmann area 4,2
45,-10,60,Frontal Lobe,Precentral Gyrus,Brodmann area 6,2
45,-5,60,Frontal Lobe,Precentral Gyrus,Brodmann area 6,2
50,-30,60,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,58
50,-25,60,Parietal Lobe,Postcentral Gyrus,Brodmann area 1,58
50,-20,60,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,58
-45,-30,65,Parietal Lobe,Postcentral Gyrus,Brodmann area 1,57
-45,-25,65,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,57
-40,-45,65,Parietal Lobe,Postcentral Gyrus,Brodmann area 5,57
-40,-40,65,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,57
-40,-35,65,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,57
-40,-30,65,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,57
-40,-25,65,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,1
-40,-20,65,Frontal Lobe,Precentral Gyrus,Brodmann area 6,1
-40,-15,65,Frontal Lobe,Precentral Gyrus,Brodmann area 6,1
-35,-50,65,Parietal Lobe,Postcentral Gyrus,Brodmann area 5,59
-35,-45,65,Parietal Lobe,Postcentral Gyrus,Brodmann area 5,59
-35,-40,65,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,57
-35,-35,65,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,57
-35,-30,65,Frontal Lobe,Precentral Gyrus,Brodmann area 4,57
-35,-25,65,Frontal Lobe,Precentral Gyrus,Brodmann area 4,1
-35,-15,65,Frontal Lobe,Precentral Gyrus,Brodmann area 6,1
-35,-10,65,Frontal Lobe,Precentral Gyrus,Brodmann area 6,1
-30,-60,65,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,59
-30,-55,65,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,59
-30,-50,65,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,59
-30,-45,65,Parietal Lobe,Postcentral Gyrus,Brodmann area 5,59
-30,-40,65,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,57
-30,-35,65,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,57
-30,-30,65,Frontal Lobe,Precentral Gyrus,Brodmann area 4,57
-30,-25,65,Frontal Lobe,Precentral Gyrus,Brodmann area 4,1
-30,-20,65,Frontal Lobe,Precentral Gyrus,Brodmann area 6,1
-30,-15,65,Frontal Lobe,Precentral Gyrus,Brodmann area 6,1
-30,-10,65,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,1
-30,-5,65,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,7
-30,0,65,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,7
-25,-65,65,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,59
-25,-60,65,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,59
-25,-55,65,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,59
-25,-50,65,Parietal Lobe,Postcentral Gyrus,Brodmann area 5,59
-25,-45,65,Parietal Lobe,Postcentral Gyrus,Brodmann area 5,59
-25,-40,65,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,59
-25,-35,65,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,57
-25,-30,65,Frontal Lobe,Precentral Gyrus,Brodmann area 4,57
-25,-20,65,Frontal Lobe,Precentral Gyrus,Brodmann area 6,1
-25,-15,65,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,1
-25,-10,65,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,1
-25,-5,65,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,3
-25,0,65,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,3
-25,10,65,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,3
-20,-65,65,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,59
-20,-60,65,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,59
-20,-55,65,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,59
-20,-50,65,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,59
-20,-45,65,Parietal Lobe,Superior Parietal Lobule,Brodmann area 5,59
-20,-40,65,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,59
-20,-35,65,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,57
-20,-30,65,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,57
-20,-15,65,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,1
-20,-10,65,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,69
-20,-5,65,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,3
-20,10,65,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,3
-20,15,65,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,3
-15,-65,65,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,67
-15,-60,65,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,67
-15,-55,65,Parietal Lobe,Postcentral Gyrus,Brodmann area 7,67
-15,-40,65,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,67
-15,-35,65,Frontal Lobe,Precentral Gyrus,Brodmann area 4,69
-15,-30,65,Frontal Lobe,Precentral Gyrus,Brodmann area 4,69
-15,-10,65,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,19
-15,0,65,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,19
-15,5,65,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,19
-15,10,65,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,19
-15,15,65,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,19
-15,20,65,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,19
-10,-65,65,Parietal Lobe,Precuneus,Brodmann area 7,67
-10,-60,65,Parietal Lobe,Precuneus,Brodmann area 7,67
-10,-55,65,Parietal Lobe,Postcentral Gyrus,Brodmann area 7,67
-10,-50,65,Parietal Lobe,Postcentral Gyrus,Brodmann area 5,67
-10,-40,65,Frontal Lobe,Postcentral Gyrus,Brodmann area 4,67
-10,-10,65,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,19
-10,0,65,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,19
-10,5,65,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,19
-10,15,65,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,19
-10,20,65,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,19
-5,-65,65,Parietal Lobe,Precuneus,Brodmann area 7,67
-5,-55,65,Parietal Lobe,Precuneus,Brodmann area 7,67
-5,-50,65,Frontal Lobe,Paracentral Lobule,Brodmann area 5,67
-5,-45,65,Parietal Lobe,Postcentral Gyrus,Brodmann area 5,67
-5,-40,65,Parietal Lobe,Paracentral Lobule,Brodmann area 4,67
-5,-30,65,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,69
-5,-15,65,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,69
-5,-10,65,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,19
-5,-5,65,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,19
-5,0,65,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,19
-5,5,65,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,19
-5,15,65,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,19
-5,20,65,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,19
0,-55,65,Parietal Lobe,Precuneus,Brodmann area 7,67
0,-45,65,Frontal Lobe,Paracentral Lobule,Brodmann area 5,68
0,-40,65,Frontal Lobe,Paracentral Lobule,Brodmann area 4,70
0,-35,65,Frontal Lobe,Paracentral Lobule,Brodmann area 6,70
0,-30,65,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,70
0,-25,65,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,69
5,-65,65,Parietal Lobe,Precuneus,Brodmann area 7,68
5,-60,65,Parietal Lobe,Precuneus,Brodmann area 7,68
5,-55,65,Parietal Lobe,Precuneus,Brodmann area 7,68
5,-50,65,Frontal Lobe,Paracentral Lobule,Brodmann area 5,68
5,-45,65,Frontal Lobe,Paracentral Lobule,Brodmann area 5,68
5,-40,65,Frontal Lobe,Paracentral Lobule,Brodmann area 4,70
5,-35,65,Frontal Lobe,Paracentral Lobule,Brodmann area 6,70
5,-30,65,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,70
5,-25,65,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,70
5,-20,65,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,20
5,-15,65,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,20
5,-10,65,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,20
5,-5,65,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,20
5,0,65,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,20
5,5,65,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,20
5,10,65,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,20
5,15,65,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,20
5,20,65,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,20
10,-65,65,Parietal Lobe,Precuneus,Brodmann area 7,68
10,-60,65,Parietal Lobe,Postcentral Gyrus,Brodmann area 7,68
10,-55,65,Parietal Lobe,Postcentral Gyrus,Brodmann area 7,68
10,-50,65,Frontal Lobe,Paracentral Lobule,Brodmann area 5,68
10,-40,65,Parietal Lobe,Paracentral Lobule,Brodmann area 4,70
10,-30,65,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,70
10,-15,65,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,20
10,-10,65,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,20
10,0,65,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,20
10,5,65,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,20
10,15,65,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,20
10,20,65,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,20
15,-65,65,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,60
15,-60,65,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,60
15,-55,65,Parietal Lobe,Postcentral Gyrus,Brodmann area 7,60
15,-40,65,Frontal Lobe,Postcentral Gyrus,Brodmann area 4,58
15,0,65,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,20
15,5,65,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,4
15,10,65,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
15,15,65,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,20
20,-65,65,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,60
20,-60,65,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,60
20,-55,65,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,60
20,-50,65,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,60
20,-45,65,Parietal Lobe,Superior Parietal Lobule,Brodmann area 5,60
20,-40,65,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,58
20,-35,65,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,58
20,-30,65,Frontal Lobe,Precentral Gyrus,Brodmann area 4,2
20,-10,65,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
20,-5,65,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
20,10,65,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
20,15,65,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 6,4
25,-65,65,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,60
25,-60,65,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,60
25,-55,65,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,60
25,-50,65,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,60
25,-45,65,Parietal Lobe,Postcentral Gyrus,Brodmann area 5,58
25,-40,65,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,58
25,-35,65,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,58
25,-30,65,Frontal Lobe,Precentral Gyrus,Brodmann area 4,58
25,-15,65,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,2
25,-10,65,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
25,-5,65,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
